tipo;url_origem;url_destino
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ro/transparencia-1;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ro/transparencia/
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ro/transparencia-1/contratos;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ro/transparencia/contratos
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ro/transparencia-1/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ro/transparencia/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ro/transparencia-1/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021/contratacao-direta-02-2024-fornecimento-e-instalacao-de-cerca-eletrica-com-concertina-para-atender-a-prm-ji-parana;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ro/transparencia/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021/contratacao-direta-02-2024-fornecimento-e-instalacao-de-cerca-eletrica-com-concertina-para-atender-a-prm-ji-parana
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ro/transparencia-1/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021/contratacao-direta-03-2025-aquisicao-de-camisetas-e-coletes;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ro/transparencia/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021/contratacao-direta-03-2025-aquisicao-de-camisetas-e-coletes
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ro/transparencia-1/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021/contratacao-direta-04-2024-persianas-para-a-prm-ji-parana;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ro/transparencia/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021/contratacao-direta-04-2024-persianas-para-a-prm-ji-parana
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ro/transparencia-1/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021/contratacao-direta-04-2025-coletes-salva-vidas;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ro/transparencia/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021/contratacao-direta-04-2025-coletes-salva-vidas
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ro/transparencia-1/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021/contratacao-direta-04-2025;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ro/transparencia/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021/contratacao-direta-04-2025
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ro/transparencia-1/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021/contratacao-direta-06-2024-fornecimento-e-instalacao-de-cerca-eletrica-para-atender-a-prm-ji-parana;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ro/transparencia/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021/contratacao-direta-06-2024-fornecimento-e-instalacao-de-cerca-eletrica-para-atender-a-prm-ji-parana
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ro/transparencia-1/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021/contratacao-direta-06-2025-servico-de-revisao-eletrica-da-pr-ro;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ro/transparencia/dispensas-de-licitacao-nao-eletronicas-lei-no-14-133-2021/contratacao-direta-06-2025-servico-de-revisao-eletrica-da-pr-ro
