tipo;url_origem;url_destino
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ms/transparencia;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ms/transparencia/
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ms/transparencia/contas-publicas/compras;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ms/transparencia/contas-publicas/compras
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ms/transparencia/contas-publicas/contratos-atas-de-registro-de-preco-e-outros;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ms/transparencia/contas-publicas/contratos-atas-de-registro-de-preco-e-outros
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ms/transparencia/contas-publicas/gastos-de-contratos;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ms/transparencia/contas-publicas/gastos-de-contratos
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ms/transparencia/contas-publicas/servicos;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ms/transparencia/contas-publicas/servicos
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ms/transparencia/doacao-de-bens;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ms/transparencia/doacao-de-bens
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ms/transparencia/doacao-de-bens/desfazimento-de-veiculos;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ms/transparencia/doacao-de-bens/desfazimento-de-veiculos
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ms/transparencia/doacao-de-bens/edital-de-doacao-no-02-2021;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ms/transparencia/doacao-de-bens/edital-de-doacao-no-02-2021
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ms/transparencia/doacao-de-bens/edital-no-01-2017-bens-de-informatica;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ms/transparencia/doacao-de-bens/edital-no-01-2017-bens-de-informatica
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ms/transparencia/doacao-de-bens/edital-no-01-2019-bens-de-informatica;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-ms/transparencia/doacao-de-bens/edital-no-01-2019-bens-de-informatica
