tipo;url_origem;url_destino
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/audiencia-publica-e-atas;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/audiencia-publica-e-atas
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/contratos;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/contratos
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/doacoes;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/doacoes
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/doacoes/2015;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/doacoes/2015
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/doacoes/2015/documentos;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/doacoes/2015/documentos
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/doacoes/2016;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/doacoes/2016
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/doacoes/2017;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/doacoes/2017
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/doacoes/2018;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/doacoes/2018
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/doacoes/2020;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/doacoes/2020
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/doacoes/2021;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/doacoes/2021
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/doacoes/2022-2;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/doacoes/2022-2
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/doacoes/2023;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/doacoes/2023
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/doacoes/2024;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/doacoes/2024
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/doacoes/2025;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/doacoes/2025
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/licitacoes;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/licitacoes
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2010;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2010
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2011;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2011
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2012;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2012
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2013;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2013
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2014;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2014
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2014/arp-01-2014;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2014/arp-01-2014
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2014/arp-02-2014;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2014/arp-02-2014
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2014/arp-03-2014;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2014/arp-03-2014
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2014/arp-04-2014-1;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2014/arp-04-2014-1
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2014/arp-05-2014-1;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2014/arp-05-2014-1
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2014/arp-05-2014;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2014/arp-05-2014
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2014/arp-07-2014;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2014/arp-07-2014
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2014/arp-08-2014;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2014/arp-08-2014
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2014/arp-09-2014;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2014/arp-09-2014
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2014/arp-10-2014;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2014/arp-10-2014
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2015;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2015
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2015/arp-01-2015-b;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2015/arp-01-2015-b
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2015/arp-01-2015-c;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2015/arp-01-2015-c
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2015/arp-01-2015-d;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2015/arp-01-2015-d
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2015/arp-01-2015;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2015/arp-01-2015
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2015/arp-02-2015;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2015/arp-02-2015
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2015/arp-03-2015;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2015/arp-03-2015
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2015/arp-04-2015-a;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2015/arp-04-2015-a
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2015/arp-04-2015-b;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2015/arp-04-2015-b
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2015/arp-05-2015-a;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2015/arp-05-2015-a
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2015/arp-05-2015-b;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2015/arp-05-2015-b
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2015/arp-06-2015-a;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2015/arp-06-2015-a
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2015/arp-06-2015-b;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2015/arp-06-2015-b
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2015/arp-06-2015-c;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2015/arp-06-2015-c
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2015/arp-07-2015;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2015/arp-07-2015
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2016;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2016
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/to/transparencia/registro-de-precos/2016/arp-01-2016;https://www-cdn.mpf.mp.br/o-mpf/unidades/pr-to/transparencia/registro-de-precos/2016/arp-01-2016
