tipo;url_origem;url_destino
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/desfazimento-de-bens;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/desfazimento-de-bens
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/editais;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/editais
Folder;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/editais/arquivos;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/editais/arquivos
Document;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/desfazimento-de-bens/desfazimento-de-bens;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/desfazimento-de-bens/desfazimento-de-bens
Document;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/editais/editais;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/editais/editais
Document;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/licitacoes-agendadas/licitacoes-agendadas;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/licitacoes-agendadas/licitacoes-agendadas
Document;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/licitacoes-em-andamento/licitacoes%20em%20Andamento;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/licitacoes-em-andamento/licitacoes em Andamento
Document;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/licitacoes-finalizadas/licitacoes_finalizadas;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/licitacoes-finalizadas/licitacoes_finalizadas
Document;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/registros-de-precos/registro_de_precos;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/registros-de-precos/registro_de_precos
Document;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/transparencia;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/transparencia
File;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/desfazimento-de-bens/aviso-de-doacao-1-2024;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/desfazimento-de-bens/aviso-de-doacao-1-2024
File;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/desfazimento-de-bens/aviso-de-doacao-1-2025;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/desfazimento-de-bens/aviso-de-doacao-1-2025
File;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/desfazimento-de-bens/aviso-de-doacao-desfazimento-02-2021;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/desfazimento-de-bens/aviso-de-doacao-desfazimento-02-2021
File;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/desfazimento-de-bens/aviso-de-doacao-unidades-gestoras-do-mpu;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/desfazimento-de-bens/aviso-de-doacao-unidades-gestoras-do-mpu
File;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/desfazimento-de-bens/cessao-mpf-prr1;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/desfazimento-de-bens/cessao-mpf-prr1
File;http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao1/transparencia/desfazimento-de-bens/edital-01-de-2020-desfazimento-de-bens;http://svlh-plnptall01.pgr.mpf.mp.br:8401/mpf2026/o-mpf/unidades/prr1/transparencia/desfazimento-de-bens/edital-01-de-2020-desfazimento-de-bens
